Loss Function,Algorithm,Dataset Length,Dataset Width,Subset Length,Computation Time,Loss
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,60,0.004567041993141174,-600.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,60,0.06146270805038512,0.21151600249240632
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,60,0.003533958923071623,0.5686862866336386
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,60,0.0035014161840081215,1.2557615940380868
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,60,0.14997529098764062,-599.892988228255
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,60,0.007248083828017116,-599.382341504115
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,60,0.006698166020214558,-598.6787935701611
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,60,0.07401162502355874,-600.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,60,0.004768415819853544,-600.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,60,0.004574707942083478,-600.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,60,0.06009325012564659,0.13383716638989318
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,60,0.0035449580755084753,0.6494338737065308
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,60,0.0035472079180181026,1.2950526968983043
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,60,0.16625120816752315,-599.7689458910709
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,60,0.007212499855086207,-599.5125527248817
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,60,0.006736875046044588,-598.6348753145874
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,60,0.07411791710183024,-600.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,60,0.004565333016216755,-600.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,60,0.004523416981101036,-600.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,60,0.05892529082484543,0.11287715035043
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,60,0.003831624984741211,0.734543970493204
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,60,0.003588541178032756,1.3555285814093276
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,60,0.15511191706173122,-599.8508116173301
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,60,0.007128834025934339,-599.4367551807987
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,60,0.0067617499735206366,-598.6552272638942
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,60,0.07264883304014802,-600.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,60,0.004561375128105283,-600.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,60,0.004616333870217204,-600.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,60,0.0572774161119014,0.17227213947257258
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,60,0.0036469169426709414,0.5943734998716628
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,60,0.0035629170015454292,1.3261851538232559
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,60,0.1515309999231249,-599.7589538032403
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,60,0.0068750830832868814,-599.2924534589749
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,60,0.006679958896711469,-598.6964965140673
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,60,0.07200925005599856,-600.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,60,0.004669583169743419,-600.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,60,0.004540999885648489,-600.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,60,0.06162304198369384,0.25213539320494016
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,60,0.0036372090689837933,0.886282062002504
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,60,0.003531582886353135,1.3644441407216938
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,60,0.13687929208390415,-599.8182545613876
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,60,0.007156916195526719,-599.3841884596072
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,60,0.006661708001047373,-598.6736877963842
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,70,0.06892512505874038,-700.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,70,0.004838458029553294,-700.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,70,0.004886625101789832,-700.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,70,0.051613416988402605,0.11369528199114676
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,70,0.0035036669578403234,0.40404201168128173
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,70,0.0035543751437216997,1.0007262700371407
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,70,0.14062958303838968,-699.917950474771
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,70,0.007258792174980044,-699.5809415219061
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,70,0.007077875081449747,-699.016978625793
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,70,0.07038354105316103,-700.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,70,0.004868749994784594,-700.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,70,0.004866167204454541,-700.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,70,0.051634125178679824,0.12187045668145124
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,70,0.0035647498443722725,0.5365524577963572
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,70,0.0034954578150063753,0.957523753056527
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,70,0.15172883309423923,-699.888363633084
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,70,0.0074475419241935015,-699.6318682949907
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,70,0.007184582995250821,-699.0221330539811
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,70,0.07207137509249151,-700.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,70,0.004868875024840236,-700.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,70,0.0050139580853283405,-700.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,70,0.057623208966106176,0.16174085855616216
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,70,0.003842417150735855,0.45186588239626957
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,70,0.0037135828752070665,0.979353758209636
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,70,0.14039070787839592,-699.9239952340134
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,70,0.00755433295853436,-699.5226692623294
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,70,0.007550875190645456,-699.008044705801
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,70,0.07214916683733463,-700.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,70,0.00493066618219018,-700.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,70,0.005126207834109664,-700.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,70,0.05228841584175825,0.14444961114109134
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,70,0.0036265410017222166,0.46295085127478197
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,70,0.003654333995655179,0.9579727094729978
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,70,0.14149487484246492,-699.874328624441
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,70,0.007580540841445327,-699.3792671590113
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,70,0.007398457964882255,-699.0071139726042
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,70,0.07251708302646875,-700.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,70,0.0050692500080913305,-700.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,70,0.0049227080307900906,-700.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,70,0.05240249983035028,0.10529143917074446
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,70,0.0035932499449700117,0.4791167423781717
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,70,0.0035433750599622726,0.9440847810524973
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,70,0.1412097499705851,-699.8995609731163
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,70,0.007503417087718844,-699.4564063575682
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,70,0.007379082962870598,-699.0108531715711
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,80,0.06090350006707013,-800.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,80,0.005489333067089319,-800.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,80,0.005674625048413873,-800.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,80,0.042101999977603555,0.11131197210061261
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,80,0.003643582807853818,0.2684706300596358
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,80,0.0036074169911444187,0.6861760316594676
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,80,0.12940166587941349,-799.8894734038935
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,80,0.008317583007737994,-799.7244585738986
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,80,0.007697416003793478,-799.2869269353508
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,80,0.06097170803695917,-800.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,80,0.00536891701631248,-800.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,80,0.005649541970342398,-800.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,80,0.04201733390800655,0.0829367722701786
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,80,0.0037133339792490005,0.21401908638934453
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,80,0.00374466716311872,0.6843756117514573
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,80,0.10447674989700317,-799.8878130731015
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,80,0.008036999963223934,-799.7576635745003
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,80,0.00795116601511836,-799.2859925019901
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,80,0.06105487491004169,-800.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,80,0.005296458024531603,-800.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,80,0.005332458997145295,-800.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,80,0.04209270910359919,0.07963781052421925
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,80,0.003674082923680544,0.3117189781595884
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,80,0.0036637079901993275,0.6666835134275038
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,80,0.13268170901574194,-799.9239109277758
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,80,0.008106667082756758,-799.731146961005
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,80,0.007899583084508777,-799.3306991896936
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,80,0.05939991702325642,-800.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,80,0.005221000174060464,-800.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,80,0.0052280419040471315,-800.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,80,0.044284083880484104,0.1421757027415489
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,80,0.003555291797965765,0.3584870809884144
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,80,0.0035452088341116905,0.7061962267951551
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,80,0.2268245001323521,-799.8926850397037
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,80,0.00804333295673132,-799.6192524665438
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,80,0.007547041168436408,-799.3289282030958
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,80,0.06424591690301895,-800.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,80,0.005534542025998235,-800.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,80,0.0055574579164385796,-800.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,80,0.043743374990299344,0.11098062970025646
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,80,0.003581667086109519,0.26136806100413645
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,80,0.0035655838437378407,0.6531815873578127
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,80,0.10691187484189868,-799.9302452367867
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,80,0.008087750058621168,-799.732760616529
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,80,0.007616583025082946,-799.3186708141327
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,90,0.03781825001351535,-900.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,90,0.005702874856069684,-900.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,90,0.005685457959771156,-900.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,90,0.025553207844495773,0.07591638503101761
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,90,0.0036849998869001865,0.14596212219529558
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,90,0.003702417016029358,0.39669916443108594
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,90,0.07407650002278388,-899.930542137389
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,90,0.007929624989628792,-899.8104650623511
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,90,0.008054417092353106,-899.5901594389131
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,90,0.03861104208044708,-900.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,90,0.00620108307339251,-900.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,90,0.005891334032639861,-900.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,90,0.024663624819368124,0.04794220897226564
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,90,0.003609541105106473,0.18452953785225334
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,90,0.0035945000126957893,0.40899594860318444
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,90,0.07736312481574714,-899.9208148354448
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,90,0.007771708071231842,-899.7936157595335
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,90,0.007774292025715113,-899.5992791001826
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,90,0.03653100016526878,-900.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,90,0.005530749913305044,-900.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,90,0.005570375127717853,-900.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,90,0.029489000095054507,0.07308661438047492
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,90,0.004000874934718013,0.18354932357968679
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,90,0.0039189159870147705,0.41307301880205904
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,90,0.07212404208257794,-899.9082538183662
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,90,0.007768959039822221,-899.8475858763626
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,90,0.007744333008304238,-899.5781112778445
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,90,0.03636929113417864,-900.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,90,0.005571124842390418,-900.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,90,0.005637041991576552,-900.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,90,0.030176999978721142,0.052400783716815
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,90,0.0035846249666064978,0.14600888464770012
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,90,0.003599500050768256,0.41394375625506197
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,90,0.2097285829950124,-899.9385127960325
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,90,0.008319874992594123,-899.8065762842295
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,90,0.00921329203993082,-899.5741167027444
"Uni-criterion: discreteCoverage, coverage",greedySwap,100,10,90,0.04175170906819403,-900.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,100,10,90,0.006169833010062575,-900.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,100,10,90,0.006019833032041788,-900.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,100,10,90,0.026931375032290816,0.08636714229936171
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,100,10,90,0.003829583991318941,0.16610965146122725
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,100,10,90,0.0038711249362677336,0.4074577319566649
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,100,10,90,0.08216095808893442,-899.9416674625613
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",bestOfRandom,100,10,90,0.009470208082348108,-899.8118519166936
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",averageOfRandom,100,10,90,0.008604166097939014,-899.579437113402
"Uni-criterion: discreteCoverage, coverage",greedySwap,500,10,10,0.1724773331079632,-100.0
"Uni-criterion: discreteCoverage, coverage",bestOfRandom,500,10,10,0.022689790930598974,-100.0
"Uni-criterion: discreteCoverage, coverage",averageOfRandom,500,10,10,0.03039566706866026,-100.0
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",greedySwap,500,10,10,0.10181229189038277,1.9582749423699033
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",bestOfRandom,500,10,10,0.01661591697484255,6.091237380352361
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range)",averageOfRandom,500,10,10,0.016446667024865746,10.111107280024525
"Multi-criterion: 1.0*(preserveMetric, metric: mean) + 1.0*(preserveMetric, metric: range) + 1.0*(discreteCoverage, coverage)",greedySwap,500,10,10,0.3051026249304414,-97.34201909588522
